ID,description,Bgd count,genes,Result gene list,Pct of bgd,Fold enrichment,Odds ratio,P-value,Benjamini,Bonferroni
GO:0019838,growth factor binding,1,1,"CNAG_05632,",100,25.6,inf,0.039070131,0.245165071,1
GO:0005520,insulin-like growth factor binding,1,1,"CNAG_05632,",100,25.6,inf,0.039070131,0.245165071,1
GO:0047131,saccharopine dehydrogenase  activity,1,1,"CNAG_00247,",100,25.6,inf,0.039070131,0.245165071,1
GO:0004352,glutamate dehydrogenase (NAD+) activity,1,1,"CNAG_00879,",100,25.6,inf,0.039070131,0.245165071,1
GO:0004099,chitin deacetylase activity,1,1,"CNAG_01239,",100,25.6,inf,0.039070131,0.245165071,1
GO:0005537,mannose binding,1,1,"CNAG_05632,",100,25.6,inf,0.039070131,0.245165071,1
GO:0004671,protein C-terminal carboxyl O-methyltransferase activity,1,1,"CNAG_01592,",100,25.6,inf,0.039070131,0.245165071,1
GO:0004130,cytochrome-c peroxidase activity,1,1,"CNAG_01138,",100,25.6,inf,0.039070131,0.245165071,1
GO:0003880,protein C-terminal carboxyl O-methyltransferase activity,1,1,"CNAG_01592,",100,25.6,inf,0.039070131,0.245165071,1
GO:0004731,purine-nucleoside phosphorylase activity,1,1,"CNAG_00165,",100,25.6,inf,0.039070131,0.245165071,1
GO:0004719,protein-L-isoaspartate O-methyltransferase activity,1,1,"CNAG_03837,",100,25.6,inf,0.039070131,0.245165071,1
GO:0032542,sulfiredoxin activity,1,1,"CNAG_00654,",100,25.6,inf,0.039070131,0.245165071,1
GO:0017061,S-methyl-5-thioadenosine phosphorylase activity,1,1,"CNAG_00165,",100,25.6,inf,0.039070131,0.245165071,1
GO:0005384,manganese ion transmembrane transporter activity,1,1,"CNAG_05154,",100,25.6,inf,0.039070131,0.245165071,1
GO:0140103,"catalytic activity, acting on a glycoprotein",1,1,"CNAG_04949,",100,25.6,inf,0.039070131,0.245165071,1
GO:0008171,O-methyltransferase activity,9,2,"CNAG_01592,CNAG_03837,",22.2,5.69,7.09,0.045626833,0.273926067,1
GO:0016491,oxidoreductase activity,430,24,"CNAG_00126,CNAG_00141,CNAG_00247,CNAG_00275,CNAG_00654,CNAG_00735,CNAG_00879,CNAG_00979,CNAG_01138,CNAG_01542,CNAG_01777,CNAG_02049,CNAG_02979,CNAG_03199,CNAG_03556,CNAG_03848,CNAG_04969,CNAG_05657,CNAG_06241,CNAG_06554,CNAG_06785,CNAG_06836,CNAG_06917,CNAG_07937,",5.6,1.43,1.52,0.045836234,0.273926067,1
GO:0008092,cytoskeletal protein binding,51,5,"CNAG_00110,CNAG_00172,CNAG_01389,CNAG_03453,CNAG_05752,",9.8,2.51,2.72,0.047527183,0.277426114,1
